stage,date,utm_source,utm_medium,utm_campaign,values,sales
order,2021-03-19,naver,cpc,campaign-01,0,
order,2021-03-20,naver,cpc,campaign-01,1,161.55599999999998
order,2021-03-20,google,cpc,campaign-01,1,562.67400000000009
order,2021-03-21,google,cpc,campaign-01,0,
order,2021-03-22,naver,cpc,campaign-01,0,
order,2021-03-22,google,cpc,campaign-01,1,492.03
order,2021-03-24,google,cpc,campaign-01,0,
order,2021-03-25,google,cpc,campaign-01,1,650.13600000000008
order,2021-03-25,naver,cpc,campaign-01,0,
order,2021-03-26,naver,cpc,campaign-01,1,117.704
order,2021-03-26,google,cpc,campaign-01,1,24195.646
order,2021-03-27,naver,cpc,campaign-01,2,2897.161
order,2021-03-28,naver,cpc,campaign-01,0,
order,2021-03-29,google,cpc,campaign-01,1,757.36
order,2021-03-29,naver,cpc,campaign-01,0,
order,2021-03-30,naver,cpc,campaign-01,1,187.94
order,2021-03-31,naver,cpc,campaign-01,0,
order,2021-04-01,google,cpc,campaign-01,0,
order,2021-04-01,naver,cpc,campaign-01,0,
order,2021-04-02,google,cpc,campaign-01,0,
order,2021-01-20,google,cpc,campaign-02,0,
order,2021-01-20,naver,cpc,campaign-02,0,
order,2021-01-22,google,cpc,campaign-02,0,
order,2021-01-22,naver,cpc,campaign-02,0,
order,2021-01-23,google,cpc,campaign-02,0,
order,2021-01-23,naver,cpc,campaign-02,0,
order,2021-01-24,google,cpc,campaign-02,1,1498.7740000000001
order,2021-01-24,naver,cpc,campaign-02,0,
order,2021-01-25,naver,cpc,campaign-02,1,489.28
order,2021-01-25,google,cpc,campaign-02,0,
order,2021-01-28,naver,cpc,campaign-02,0,
order,2021-01-28,google,cpc,campaign-02,0,
order,2021-01-29,google,cpc,campaign-02,2,2785.2809999999995
order,2021-01-30,google,cpc,campaign-02,1,281.99199999999996
order,2021-01-30,naver,cpc,campaign-02,2,628.98399999999992
order,2021-02-01,google,cpc,campaign-02,1,1129.488
order,2021-02-01,naver,cpc,campaign-02,1,10022.292999999998
order,2021-02-03,naver,cpc,campaign-02,1,1045.314
order,2021-02-04,google,cpc,campaign-02,0,
order,2021-02-05,naver,cpc,campaign-02,1,320.806
order,2021-02-06,naver,cpc,campaign-02,1,5537.4959999999992
order,2021-02-07,google,cpc,campaign-02,0,
order,2021-02-08,naver,cpc,campaign-02,2,1506.566
order,2021-02-09,naver,cpc,campaign-02,1,2578.5865
order,2021-02-09,google,cpc,campaign-02,0,
order,2021-02-10,naver,cpc,campaign-02,0,
order,2021-02-11,naver,cpc,campaign-02,1,2231.976
order,2021-02-11,google,cpc,campaign-02,0,
order,2021-02-12,naver,cpc,campaign-02,1,1083.0600000000002
order,2021-02-13,google,cpc,campaign-02,0,
order,2021-02-14,google,cpc,campaign-02,2,2451.732
order,2021-02-14,naver,cpc,campaign-02,0,
order,2021-02-15,google,cpc,campaign-02,1,270.662
order,2021-02-16,naver,cpc,campaign-02,1,187.444
order,2021-02-17,naver,cpc,campaign-02,2,1679.7079999999999
order,2021-02-17,google,cpc,campaign-02,1,691.474
order,2021-02-18,naver,cpc,campaign-02,0,
order,2021-02-18,google,cpc,campaign-02,0,
order,2021-02-19,naver,cpc,campaign-02,0,
order,2021-02-19,google,cpc,campaign-02,0,
order,2021-02-20,naver,cpc,campaign-02,0,
order,2021-02-20,google,cpc,campaign-02,0,
order,2021-02-22,google,cpc,campaign-02,1,4.616
order,2021-02-22,naver,cpc,campaign-02,0,
order,2021-02-23,google,cpc,campaign-02,1,4930.4739999999993
order,2021-02-24,naver,cpc,campaign-02,1,71.263
order,2021-02-24,google,cpc,campaign-02,1,695.442
order,2021-02-25,google,cpc,campaign-02,0,
order,2021-02-25,naver,cpc,campaign-02,1,3195.6839999999993
order,2021-02-26,google,cpc,campaign-02,0,
order,2021-02-26,naver,cpc,campaign-02,0,
order,2021-02-27,google,cpc,campaign-02,0,
order,2021-02-27,naver,cpc,campaign-02,0,
order,2021-03-01,google,cpc,campaign-02,0,
order,2021-03-02,google,cpc,campaign-02,0,
order,2021-03-03,naver,cpc,campaign-02,0,
order,2021-03-05,google,cpc,campaign-02,0,
order,2021-03-05,naver,cpc,campaign-02,0,
order,2021-03-06,google,cpc,campaign-02,1,295.03000000000003
order,2021-03-06,naver,cpc,campaign-02,0,
order,2021-03-07,google,cpc,campaign-02,0,
order,2021-03-08,google,cpc,campaign-02,0,
order,2021-03-09,naver,cpc,campaign-02,1,3017.574
order,2021-03-10,naver,cpc,campaign-02,0,
order,2021-03-10,google,cpc,campaign-02,0,
order,2021-03-11,google,cpc,campaign-02,0,
order,2021-03-12,naver,cpc,campaign-02,1,1550.767
order,2021-03-13,naver,cpc,campaign-02,1,130.976
order,2021-03-14,naver,cpc,campaign-02,0,
order,2021-03-16,google,cpc,campaign-02,1,616.64799999999991
order,2021-03-17,google,cpc,campaign-02,1,1616.452
order,2021-03-18,naver,cpc,campaign-02,0,
order,2021-03-18,google,cpc,campaign-02,0,
order,2021-03-19,naver,cpc,campaign-02,0,
order,2021-03-20,google,cpc,campaign-02,0,
order,2021-03-21,naver,cpc,campaign-02,1,363.95799999999997
order,2021-03-21,google,cpc,campaign-02,0,
order,2021-03-22,google,cpc,campaign-02,1,2977.643
order,2021-03-23,google,cpc,campaign-02,1,3006.748
order,2021-03-24,google,cpc,campaign-02,0,
order,2021-03-24,naver,cpc,campaign-02,0,
order,2021-03-25,naver,cpc,campaign-02,0,
order,2021-03-26,google,cpc,campaign-02,0,
order,2021-03-27,google,cpc,campaign-02,2,5367.981
order,2021-03-27,naver,cpc,campaign-02,0,
order,2021-03-28,google,cpc,campaign-02,1,287.272
order,2021-03-28,naver,cpc,campaign-02,1,1002.4579999999999
order,2021-03-29,naver,cpc,campaign-02,0,
order,2021-03-29,google,cpc,campaign-02,0,
order,2021-03-30,google,cpc,campaign-02,1,912.8308
order,2021-03-31,naver,cpc,campaign-02,0,
order,2021-04-01,google,cpc,campaign-02,0,
order,2021-04-01,naver,cpc,campaign-02,0,
order,2021-01-20,naver,cpc,campaign-03,0,
order,2021-01-21,google,cpc,campaign-03,0,
order,2021-01-22,naver,cpc,campaign-03,0,
order,2021-01-23,google,cpc,campaign-03,0,
order,2021-01-23,naver,cpc,campaign-03,0,
order,2021-01-24,naver,cpc,campaign-03,0,
order,2021-01-25,google,cpc,campaign-03,2,1942.3640000000003
order,2021-01-26,google,cpc,campaign-03,1,568.586
order,2021-01-27,naver,cpc,campaign-03,0,
order,2021-01-29,naver,cpc,campaign-03,0,
order,2021-01-29,google,cpc,campaign-03,0,
order,2021-01-30,google,cpc,campaign-03,1,362.70000000000005
order,2021-01-30,naver,cpc,campaign-03,2,2530.8
order,2021-01-31,naver,cpc,campaign-03,1,90.845999999999989
order,2021-02-01,naver,cpc,campaign-03,0,
order,2021-02-01,google,cpc,campaign-03,0,
order,2021-02-02,naver,cpc,campaign-03,0,
order,2021-02-03,naver,cpc,campaign-03,0,
order,2021-02-04,google,cpc,campaign-03,1,2252.8520000000003
order,2021-02-04,naver,cpc,campaign-03,0,
order,2021-02-05,google,cpc,campaign-03,0,
order,2021-02-05,naver,cpc,campaign-03,0,
order,2021-02-06,google,cpc,campaign-03,0,
order,2021-02-06,naver,cpc,campaign-03,0,
order,2021-02-07,naver,cpc,campaign-03,0,
order,2021-02-08,naver,cpc,campaign-03,0,
order,2021-02-09,naver,cpc,campaign-03,2,1435.284
order,2021-02-09,google,cpc,campaign-03,1,1906.248
order,2021-02-10,google,cpc,campaign-03,1,988.626
order,2021-02-10,naver,cpc,campaign-03,0,
order,2021-02-12,google,cpc,campaign-03,1,2141.6800000000003
order,2021-02-12,naver,cpc,campaign-03,0,
order,2021-02-13,naver,cpc,campaign-03,2,789.5139999999999
order,2021-02-13,google,cpc,campaign-03,0,
order,2021-02-14,naver,cpc,campaign-03,1,4363.08
order,2021-02-14,google,cpc,campaign-03,1,533.672
order,2021-02-15,naver,cpc,campaign-03,0,
order,2021-02-17,google,cpc,campaign-03,2,2345.102
order,2021-02-17,naver,cpc,campaign-03,0,
order,2021-02-18,google,cpc,campaign-03,0,
order,2021-02-19,google,cpc,campaign-03,1,6049.9660000000013
order,2021-02-20,google,cpc,campaign-03,2,2283.938
order,2021-02-20,naver,cpc,campaign-03,0,
order,2021-02-21,google,cpc,campaign-03,0,
order,2021-02-21,naver,cpc,campaign-03,0,
order,2021-02-22,google,cpc,campaign-03,0,
order,2021-02-23,naver,cpc,campaign-03,1,3290.33
order,2021-02-23,google,cpc,campaign-03,1,650.292
order,2021-02-24,google,cpc,campaign-03,0,
order,2021-02-26,google,cpc,campaign-03,1,668.87899999999991
order,2021-02-26,naver,cpc,campaign-03,0,
order,2021-03-01,google,cpc,campaign-03,0,
order,2021-03-01,naver,cpc,campaign-03,0,
order,2021-03-02,google,cpc,campaign-03,0,
order,2021-03-03,google,cpc,campaign-03,0,
order,2021-03-05,google,cpc,campaign-03,0,
order,2021-03-06,naver,cpc,campaign-03,1,197.456
order,2021-03-08,naver,cpc,campaign-03,0,
order,2021-03-10,naver,cpc,campaign-03,1,567.153
order,2021-03-10,google,cpc,campaign-03,0,
order,2021-03-11,google,cpc,campaign-03,1,1431.0320000000002
order,2021-03-11,naver,cpc,campaign-03,0,
order,2021-03-12,naver,cpc,campaign-03,1,130.288
order,2021-03-12,google,cpc,campaign-03,0,
order,2021-03-13,google,cpc,campaign-03,0,
order,2021-03-13,naver,cpc,campaign-03,0,
order,2021-03-14,google,cpc,campaign-03,2,455.43199999999996
order,2021-03-15,naver,cpc,campaign-03,0,
order,2021-03-16,naver,cpc,campaign-03,1,3635.0269999999996
order,2021-03-16,google,cpc,campaign-03,0,
order,2021-03-17,google,cpc,campaign-03,1,782.86999999999989
order,2021-03-18,naver,cpc,campaign-03,1,1915.914
order,2021-03-19,naver,cpc,campaign-03,1,1265.088
order,2021-03-20,google,cpc,campaign-03,0,
order,2021-03-21,naver,cpc,campaign-03,0,
order,2021-03-22,google,cpc,campaign-03,1,2895.4300000000003
order,2021-03-22,naver,cpc,campaign-03,0,
order,2021-03-23,naver,cpc,campaign-03,0,
order,2021-03-23,google,cpc,campaign-03,0,
order,2021-03-24,naver,cpc,campaign-03,1,3053.9260000000004
order,2021-03-24,google,cpc,campaign-03,0,
order,2021-03-25,google,cpc,campaign-03,2,3854.177999999999
order,2021-03-25,naver,cpc,campaign-03,0,
order,2021-03-26,google,cpc,campaign-03,3,1172.6640000000002
order,2021-03-27,naver,cpc,campaign-03,0,
order,2021-03-27,google,cpc,campaign-03,0,
order,2021-03-28,naver,cpc,campaign-03,0,
order,2021-03-30,naver,cpc,campaign-03,0,
order,2021-03-31,naver,cpc,campaign-03,0,
order,2021-04-01,naver,cpc,campaign-03,0,
order,2021-04-02,naver,cpc,campaign-03,1,1636.356
order,2021-04-02,google,cpc,campaign-03,2,6562.8690000000006
order,2021-01-21,naver,cpc,campaign-04,0,
order,2021-01-21,google,cpc,campaign-04,0,
order,2021-01-24,google,cpc,campaign-04,0,
order,2021-01-25,naver,cpc,campaign-04,2,893.38200000000006
order,2021-01-26,google,cpc,campaign-04,0,
order,2021-01-27,google,cpc,campaign-04,1,470.85999999999996
order,2021-01-27,naver,cpc,campaign-04,0,
order,2021-01-28,naver,cpc,campaign-04,1,222.032
order,2021-01-30,google,cpc,campaign-04,1,11150.924
order,2021-01-30,naver,cpc,campaign-04,0,
order,2021-01-31,naver,cpc,campaign-04,1,1459.3440000000005
order,2021-02-01,naver,cpc,campaign-04,1,1093.95
order,2021-02-02,naver,cpc,campaign-04,0,
order,2021-02-02,google,cpc,campaign-04,0,
order,2021-02-03,google,cpc,campaign-04,0,
order,2021-02-05,naver,cpc,campaign-04,0,
order,2021-02-06,naver,cpc,campaign-04,0,
order,2021-02-07,naver,cpc,campaign-04,1,782.4
order,2021-02-08,naver,cpc,campaign-04,1,265.24799999999993
order,2021-02-09,naver,cpc,campaign-04,1,1402.873
order,2021-02-09,google,cpc,campaign-04,1,111.672
order,2021-02-10,google,cpc,campaign-04,1,525.0716
order,2021-02-10,naver,cpc,campaign-04,2,1063.402
order,2021-02-11,google,cpc,campaign-04,1,2530.834
order,2021-02-11,naver,cpc,campaign-04,0,
order,2021-02-12,google,cpc,campaign-04,0,
order,2021-02-13,google,cpc,campaign-04,0,
order,2021-02-13,naver,cpc,campaign-04,0,
order,2021-02-14,naver,cpc,campaign-04,1,4393.2999999999993
order,2021-02-15,naver,cpc,campaign-04,2,1989.2080000000003
order,2021-02-15,google,cpc,campaign-04,1,79.66
order,2021-02-16,google,cpc,campaign-04,1,90.396
order,2021-02-17,google,cpc,campaign-04,1,480.108
order,2021-02-17,naver,cpc,campaign-04,0,
order,2021-02-18,google,cpc,campaign-04,1,1385.5440000000003
order,2021-02-18,naver,cpc,campaign-04,1,393.81399999999996
order,2021-02-19,naver,cpc,campaign-04,1,4225.388
order,2021-02-19,google,cpc,campaign-04,1,959.74600000000009
order,2021-02-21,naver,cpc,campaign-04,0,
order,2021-02-21,google,cpc,campaign-04,0,
order,2021-02-22,naver,cpc,campaign-04,1,1709.294
order,2021-02-22,google,cpc,campaign-04,0,
order,2021-02-23,naver,cpc,campaign-04,0,
order,2021-02-23,google,cpc,campaign-04,0,
order,2021-02-24,google,cpc,campaign-04,2,244.952
order,2021-02-24,naver,cpc,campaign-04,1,5262.9159999999993
order,2021-02-25,naver,cpc,campaign-04,0,
order,2021-02-25,google,cpc,campaign-04,0,
order,2021-02-26,naver,cpc,campaign-04,0,
order,2021-02-26,google,cpc,campaign-04,0,
order,2021-02-27,google,cpc,campaign-04,0,
order,2021-02-27,naver,cpc,campaign-04,0,
order,2021-02-28,naver,cpc,campaign-04,0,
order,2021-02-28,google,cpc,campaign-04,0,
order,2021-03-01,naver,cpc,campaign-04,0,
order,2021-03-01,google,cpc,campaign-04,0,
order,2021-03-02,google,cpc,campaign-04,1,863.88
order,2021-03-02,naver,cpc,campaign-04,1,797.904
order,2021-03-03,naver,cpc,campaign-04,2,1086.99
order,2021-03-04,google,cpc,campaign-04,1,1021.22
order,2021-03-04,naver,cpc,campaign-04,0,
order,2021-03-05,google,cpc,campaign-04,0,
order,2021-03-05,naver,cpc,campaign-04,0,
order,2021-03-06,naver,cpc,campaign-04,0,
order,2021-03-06,google,cpc,campaign-04,0,
order,2021-03-07,google,cpc,campaign-04,0,
order,2021-03-08,google,cpc,campaign-04,1,1157.7179999999998
order,2021-03-09,naver,cpc,campaign-04,0,
order,2021-03-09,google,cpc,campaign-04,0,
order,2021-03-10,naver,cpc,campaign-04,1,1196.778
order,2021-03-10,google,cpc,campaign-04,0,
order,2021-03-11,google,cpc,campaign-04,0,
order,2021-03-11,naver,cpc,campaign-04,0,
order,2021-03-12,naver,cpc,campaign-04,0,
order,2021-03-13,naver,cpc,campaign-04,0,
order,2021-03-14,naver,cpc,campaign-04,1,768.726
order,2021-03-14,google,cpc,campaign-04,1,369.28
order,2021-03-15,naver,cpc,campaign-04,1,451.875
order,2021-03-15,google,cpc,campaign-04,0,
order,2021-03-16,naver,cpc,campaign-04,0,
order,2021-03-17,naver,cpc,campaign-04,2,2450.0740000000005
order,2021-03-17,google,cpc,campaign-04,0,
order,2021-03-18,google,cpc,campaign-04,0,
order,2021-03-19,google,cpc,campaign-04,0,
order,2021-03-20,naver,cpc,campaign-04,1,1008.1959999999999
order,2021-03-20,google,cpc,campaign-04,0,
order,2021-03-21,naver,cpc,campaign-04,2,3405.6839999999997
order,2021-03-21,google,cpc,campaign-04,0,
order,2021-03-22,google,cpc,campaign-04,0,
order,2021-03-22,naver,cpc,campaign-04,0,
order,2021-03-24,google,cpc,campaign-04,1,3230.529
order,2021-03-24,naver,cpc,campaign-04,2,2921.105
order,2021-03-25,naver,cpc,campaign-04,1,1130.4620000000002
order,2021-03-26,google,cpc,campaign-04,1,742.742
order,2021-03-26,naver,cpc,campaign-04,0,
order,2021-03-27,naver,cpc,campaign-04,1,1047.808
order,2021-03-27,google,cpc,campaign-04,0,
order,2021-03-28,naver,cpc,campaign-04,1,13716.458
order,2021-03-29,google,cpc,campaign-04,0,
order,2021-03-30,google,cpc,campaign-04,0,
order,2021-03-31,naver,cpc,campaign-04,1,1297.51
order,2021-04-01,naver,cpc,campaign-04,0,
order,2021-01-20,naver,cpc,campaign-05,0,
order,2021-01-24,naver,cpc,campaign-05,0,
order,2021-01-24,google,cpc,campaign-05,1,868.22399999999993
order,2021-01-25,google,cpc,campaign-05,1,108.80000000000001
order,2021-01-25,naver,cpc,campaign-05,1,51.855
order,2021-01-26,google,cpc,campaign-05,0,
order,2021-01-27,google,cpc,campaign-05,0,
order,2021-01-27,naver,cpc,campaign-05,0,
order,2021-01-28,naver,cpc,campaign-05,0,
order,2021-01-28,google,cpc,campaign-05,0,
order,2021-01-30,naver,cpc,campaign-05,1,5019.6879999999992
order,2021-01-31,naver,cpc,campaign-05,0,
order,2021-01-31,google,cpc,campaign-05,1,41.568
order,2021-02-01,naver,cpc,campaign-05,2,1386.6860000000001
order,2021-02-02,google,cpc,campaign-05,2,3548.3940000000002
order,2021-02-03,google,cpc,campaign-05,0,
order,2021-02-04,google,cpc,campaign-05,1,1526.758
order,2021-02-04,naver,cpc,campaign-05,0,
order,2021-02-05,google,cpc,campaign-05,1,1868.488
order,2021-02-05,naver,cpc,campaign-05,1,409.548
order,2021-02-06,google,cpc,campaign-05,1,1280.628
order,2021-02-08,google,cpc,campaign-05,1,3595.608
order,2021-02-08,naver,cpc,campaign-05,1,1179.1779999999999
order,2021-02-09,google,cpc,campaign-05,0,
order,2021-02-10,google,cpc,campaign-05,1,832.96
order,2021-02-11,google,cpc,campaign-05,0,
order,2021-02-11,naver,cpc,campaign-05,0,
order,2021-02-13,google,cpc,campaign-05,2,762.6975000000001
order,2021-02-14,naver,cpc,campaign-05,1,1861.2269999999999
order,2021-02-14,google,cpc,campaign-05,1,926.508
order,2021-02-15,google,cpc,campaign-05,1,10.816
order,2021-02-15,naver,cpc,campaign-05,1,1178.796
order,2021-02-17,google,cpc,campaign-05,0,
order,2021-02-17,naver,cpc,campaign-05,0,
order,2021-02-18,google,cpc,campaign-05,1,1364.25
order,2021-02-18,naver,cpc,campaign-05,0,
order,2021-02-20,naver,cpc,campaign-05,0,
order,2021-02-20,google,cpc,campaign-05,0,
order,2021-02-21,google,cpc,campaign-05,0,
order,2021-02-23,naver,cpc,campaign-05,0,
order,2021-02-24,naver,cpc,campaign-05,1,1368.4100000000003
order,2021-02-24,google,cpc,campaign-05,0,
order,2021-02-25,google,cpc,campaign-05,0,
order,2021-02-26,naver,cpc,campaign-05,1,1993.772
order,2021-02-27,google,cpc,campaign-05,0,
order,2021-02-28,google,cpc,campaign-05,0,
order,2021-03-01,google,cpc,campaign-05,0,
order,2021-03-01,naver,cpc,campaign-05,0,
order,2021-03-02,google,cpc,campaign-05,0,
order,2021-03-03,naver,cpc,campaign-05,1,899.46
order,2021-03-03,google,cpc,campaign-05,0,
order,2021-03-04,google,cpc,campaign-05,1,1243.6180000000002
order,2021-03-04,naver,cpc,campaign-05,0,
order,2021-03-05,google,cpc,campaign-05,0,
order,2021-03-05,naver,cpc,campaign-05,0,
order,2021-03-06,google,cpc,campaign-05,0,
order,2021-03-07,google,cpc,campaign-05,1,1383.927
order,2021-03-07,naver,cpc,campaign-05,0,
order,2021-03-08,naver,cpc,campaign-05,0,
order,2021-03-09,google,cpc,campaign-05,0,
order,2021-03-10,naver,cpc,campaign-05,1,1151.089
order,2021-03-11,google,cpc,campaign-05,1,1029.4950000000001
order,2021-03-13,google,cpc,campaign-05,0,
order,2021-03-14,naver,cpc,campaign-05,0,
order,2021-03-16,google,cpc,campaign-05,0,
order,2021-03-16,naver,cpc,campaign-05,0,
order,2021-03-17,naver,cpc,campaign-05,1,987.20000000000016
order,2021-03-18,naver,cpc,campaign-05,0,
order,2021-03-18,google,cpc,campaign-05,0,
order,2021-03-19,google,cpc,campaign-05,0,
order,2021-03-20,naver,cpc,campaign-05,1,299.458
order,2021-03-20,google,cpc,campaign-05,0,
order,2021-03-21,naver,cpc,campaign-05,0,
order,2021-03-22,google,cpc,campaign-05,0,
order,2021-03-22,naver,cpc,campaign-05,0,
order,2021-03-23,google,cpc,campaign-05,0,
order,2021-03-24,naver,cpc,campaign-05,1,7792.0309999999981
order,2021-03-25,naver,cpc,campaign-05,1,3256.3259999999996
order,2021-03-25,google,cpc,campaign-05,0,
order,2021-03-26,google,cpc,campaign-05,1,806.60549999999989
order,2021-03-26,naver,cpc,campaign-05,0,
order,2021-03-27,google,cpc,campaign-05,1,749.58400000000006
order,2021-03-27,naver,cpc,campaign-05,0,
order,2021-03-28,google,cpc,campaign-05,3,2715.3640000000005
order,2021-03-29,naver,cpc,campaign-05,0,
order,2021-03-30,naver,cpc,campaign-05,1,4234.096
order,2021-03-30,google,cpc,campaign-05,0,
order,2021-03-31,google,cpc,campaign-05,0,
order,2021-03-31,naver,cpc,campaign-05,0,
order,2021-04-01,google,cpc,campaign-05,0,
order,2021-04-02,google,cpc,campaign-05,1,2530.922
order,2021-01-20,google,blog,campaign-01,0,
order,2021-01-21,google,blog,campaign-01,0,
order,2021-01-22,naver,blog,campaign-01,0,
order,2021-01-22,google,blog,campaign-01,0,
order,2021-01-24,naver,blog,campaign-01,1,771.69400000000007
order,2021-01-24,google,blog,campaign-01,0,
order,2021-01-25,google,blog,campaign-01,1,117.968
order,2021-01-25,naver,blog,campaign-01,0,
order,2021-01-27,naver,blog,campaign-01,1,236.13
order,2021-01-28,naver,blog,campaign-01,0,
order,2021-01-28,google,blog,campaign-01,0,
order,2021-01-29,google,blog,campaign-01,1,93.984
order,2021-01-29,naver,blog,campaign-01,0,
order,2021-01-30,google,blog,campaign-01,1,2412.0259999999994
order,2021-01-30,naver,blog,campaign-01,0,
order,2021-01-31,naver,blog,campaign-01,0,
order,2021-02-01,naver,blog,campaign-01,1,949.43
order,2021-02-02,naver,blog,campaign-01,1,447.972
order,2021-02-03,naver,blog,campaign-01,0,
order,2021-02-04,naver,blog,campaign-01,0,
order,2021-02-05,naver,blog,campaign-01,1,1943.2530000000002
order,2021-02-05,google,blog,campaign-01,1,1680.056
order,2021-02-06,naver,blog,campaign-01,0,
order,2021-02-06,google,blog,campaign-01,1,924.95999999999992
order,2021-02-07,naver,blog,campaign-01,0,
order,2021-02-08,naver,blog,campaign-01,0,
order,2021-02-09,google,blog,campaign-01,0,
order,2021-02-09,naver,blog,campaign-01,0,
order,2021-02-10,google,blog,campaign-01,1,968.52199999999993
order,2021-02-10,naver,blog,campaign-01,0,
order,2021-02-12,naver,blog,campaign-01,1,433.56
order,2021-02-12,google,blog,campaign-01,1,244.674
order,2021-02-13,naver,blog,campaign-01,1,692.74
order,2021-02-13,google,blog,campaign-01,1,76.91
order,2021-02-14,naver,blog,campaign-01,0,
order,2021-02-14,google,blog,campaign-01,0,
order,2021-02-15,naver,blog,campaign-01,2,550.69
order,2021-02-16,naver,blog,campaign-01,1,1586.5259999999998
order,2021-02-16,google,blog,campaign-01,0,
order,2021-02-17,google,blog,campaign-01,0,
order,2021-02-18,google,blog,campaign-01,2,1155.4
order,2021-02-18,naver,blog,campaign-01,0,
order,2021-02-19,google,blog,campaign-01,2,810.784
order,2021-02-19,naver,blog,campaign-01,0,
order,2021-02-20,google,blog,campaign-01,0,
order,2021-02-20,naver,blog,campaign-01,0,
order,2021-02-21,google,blog,campaign-01,1,12873.298
order,2021-02-22,google,blog,campaign-01,0,
order,2021-02-22,naver,blog,campaign-01,0,
order,2021-02-23,naver,blog,campaign-01,0,
order,2021-02-23,google,blog,campaign-01,0,
order,2021-02-24,google,blog,campaign-01,0,
order,2021-02-24,naver,blog,campaign-01,0,
order,2021-02-25,google,blog,campaign-01,0,
order,2021-02-25,naver,blog,campaign-01,1,3392.594
order,2021-02-26,google,blog,campaign-01,0,
order,2021-02-26,naver,blog,campaign-01,0,
order,2021-02-27,google,blog,campaign-01,0,
order,2021-02-28,naver,blog,campaign-01,0,
order,2021-03-01,google,blog,campaign-01,0,
order,2021-03-01,naver,blog,campaign-01,0,
order,2021-03-02,naver,blog,campaign-01,0,
order,2021-03-03,naver,blog,campaign-01,1,1975.678
order,2021-03-04,google,blog,campaign-01,0,
order,2021-03-04,naver,blog,campaign-01,0,
order,2021-03-05,google,blog,campaign-01,0,
order,2021-03-05,naver,blog,campaign-01,0,
order,2021-03-06,google,blog,campaign-01,0,
order,2021-03-06,naver,blog,campaign-01,0,
order,2021-03-07,google,blog,campaign-01,0,
order,2021-03-07,naver,blog,campaign-01,0,
order,2021-03-08,naver,blog,campaign-01,0,
order,2021-03-08,google,blog,campaign-01,0,
order,2021-03-09,google,blog,campaign-01,1,2277.1429999999996
order,2021-03-09,naver,blog,campaign-01,1,885.038
order,2021-03-10,google,blog,campaign-01,1,359.282
order,2021-03-10,naver,blog,campaign-01,2,4331.0340000000006
order,2021-03-13,naver,blog,campaign-01,0,
order,2021-03-14,naver,blog,campaign-01,1,2237.436
order,2021-03-14,google,blog,campaign-01,0,
order,2021-03-15,naver,blog,campaign-01,0,
order,2021-03-16,naver,blog,campaign-01,1,941.008
order,2021-03-16,google,blog,campaign-01,0,
order,2021-03-17,google,blog,campaign-01,1,46.8
order,2021-03-17,naver,blog,campaign-01,0,
order,2021-03-18,google,blog,campaign-01,0,
order,2021-03-18,naver,blog,campaign-01,0,
order,2021-03-19,naver,blog,campaign-01,0,
order,2021-03-19,google,blog,campaign-01,0,
order,2021-03-21,naver,blog,campaign-01,0,
order,2021-03-21,google,blog,campaign-01,0,
order,2021-03-22,naver,blog,campaign-01,1,8.226
order,2021-03-22,google,blog,campaign-01,0,
order,2021-03-23,google,blog,campaign-01,2,245.79
order,2021-03-24,naver,blog,campaign-01,1,1353.5296
order,2021-03-24,google,blog,campaign-01,1,339.924
order,2021-03-25,google,blog,campaign-01,1,3401.601
order,2021-03-26,naver,blog,campaign-01,1,2622.8820000000005
order,2021-03-26,google,blog,campaign-01,0,
order,2021-03-27,google,blog,campaign-01,1,3028.2780000000002
order,2021-03-27,naver,blog,campaign-01,0,
order,2021-03-29,naver,blog,campaign-01,1,624.95200000000011
order,2021-03-30,naver,blog,campaign-01,0,
order,2021-03-30,google,blog,campaign-01,0,
order,2021-03-31,google,blog,campaign-01,0,
order,2021-03-31,naver,blog,campaign-01,0,
order,2021-04-01,naver,blog,campaign-01,1,226.9
order,2021-04-01,google,blog,campaign-01,0,
order,2021-04-02,naver,blog,campaign-01,0,
order,2021-04-02,google,blog,campaign-01,0,
order,2021-01-20,naver,blog,campaign-02,0,
order,2021-01-20,google,blog,campaign-02,0,
order,2021-01-21,naver,blog,campaign-02,0,
order,2021-01-22,naver,blog,campaign-02,0,
order,2021-01-23,naver,blog,campaign-02,0,
order,2021-01-24,google,blog,campaign-02,1,632.532
order,2021-01-25,naver,blog,campaign-02,0,
order,2021-01-25,google,blog,campaign-02,0,
order,2021-01-26,naver,blog,campaign-02,1,2682.884
order,2021-01-26,google,blog,campaign-02,1,562.55000000000007
order,2021-01-27,google,blog,campaign-02,1,1032.818
order,2021-01-29,google,blog,campaign-02,0,
order,2021-01-30,naver,blog,campaign-02,0,
order,2021-01-31,naver,blog,campaign-02,0,
order,2021-02-01,naver,blog,campaign-02,0,
order,2021-02-02,naver,blog,campaign-02,0,
order,2021-02-02,google,blog,campaign-02,0,
order,2021-02-03,naver,blog,campaign-02,1,1575.12
order,2021-02-03,google,blog,campaign-02,0,
order,2021-02-04,naver,blog,campaign-02,1,2708.1650000000004
order,2021-02-04,google,blog,campaign-02,1,1639.0859999999998
order,2021-02-05,google,blog,campaign-02,1,103.464
order,2021-02-05,naver,blog,campaign-02,1,2141.151
order,2021-02-06,google,blog,campaign-02,1,1123.1689999999999
